
2022-01-01 22:03:49.316145
2022-01-01 22:04:05.392630
2022-01-01 22:04:45.140861
2022-01-01 22:07:18.256077
2022-01-01 22:44:28.754607
Ball coll OK,5,4,32,12,3,1,-1,26,0.0714
2022-01-01 23:21:30.678736
An exception of type AttributeError occurred. Arguments:
("'Namespace' object has no attribute 'q'",)
2022-01-01 23:24:15.165204
An exception of type AttributeError occurred. Arguments:
("'Namespace' object has no attribute 'q'",)
2022-01-01 23:27:23.117524
2022-01-01 23:27:34.015437

An exception of type TypeError occurred. Arguments:
('can only concatenate str (not "list") to str',)
2022-01-01 23:27:47.434477

2022-01-01 23:33:06.156831
Ball coll OK,5,4,32,12,3,[Matrix([[0, 1, 0, 0, 0, 0]]), Matrix([[0, 0, 0, 1, 0, 0]]), Matrix([[0, 0, 0, 0, 0, 1]]), Matrix([[0, 0, 1, 0, 0, 0]]), Matrix([[0, 0, 0, 0, 1, 0]]), Matrix([[1, 0, 0, 0, 0, 0]])],[Matrix([[0]])],1,-1,42,0.0714
2022-01-01 23:36:52.189604
Ball coll OK,5,4,32,12,3,6,1,1,-1,66,0.0345
2022-01-01 23:47:22.756303

An exception of type NameError occurred. Arguments:
("name 'q1' is not defined",)
2022-01-01 23:48:08.905462
Ball coll OK,5,4,32,12,3,6,1,1,0,18,0.0769
2022-01-01 23:55:41.252982
Ball coll OK,5,4,32,12,3,6,1,1,0,79,0.0435
Ball coll OK,5,4,32,12,3,6,1,1,0,40,0.0769
Ball coll OK,5,4,32,12,3,6,1,1,0,149,0.02
Ball coll OK,5,4,32,12,3,6,1,1,0,63,0.0667
Ball coll OK,5,4,32,12,3,6,1,1,0,40,0.1429
2022-01-02 00:02:29.352105
Ball coll OK,5,4,32,12,3,6,1,1,0,80,0.0217
Ball coll OK,5,4,32,12,3,6,1,1,0,30,0.0667
Ball coll OK,5,4,32,12,3,6,1,1,0,56,0.0455
Ball coll OK,5,4,32,12,3,6,1,1,0,244,0.0099
Ball coll OK,5,4,32,12,3,6,1,1,0,13,0.3333
Ball coll OK,5,4,32,12,3,6,1,1,0,133,0.0208
Ball coll OK,5,4,32,12,3,6,1,1,0,195,0.0167
Ball coll OK,5,4,32,12,3,6,1,1,0,38,0.0476
Ball coll OK,5,4,32,12,3,6,1,1,0,21,0.2
Ball coll OK,5,4,32,12,3,6,1,1,0,51,0.0625
Ball coll OK,5,4,32,12,3,6,1,1,0,29,0.1111
Ball coll OK,5,4,32,12,3,6,1,1,0,169,0.0222
Ball coll OK,5,4,32,12,3,6,1,1,0,59,0.0769
Ball coll OK,5,4,32,12,3,6,1,1,0,100,0.0312
Ball coll OK,5,4,32,12,3,6,1,1,0,29,0.1111
Ball coll OK,5,4,32,12,3,6,1,1,0,60,0.0833
Ball coll OK,5,4,32,12,3,6,1,1,0,140,0.0244
Ball coll OK,5,4,32,12,3,6,1,1,0,66,0.0588
Ball coll OK,5,4,32,12,3,6,1,1,0,272,0.0091
Ball coll OK,5,4,32,12,3,6,1,1,0,12,0.25
Ball coll OK,5,4,32,12,3,6,1,1,0,9,1.0
Ball coll OK,5,4,32,12,3,6,1,1,0,175,0.0161
Ball coll OK,5,4,32,12,3,6,1,1,0,132,0.0222
Ball coll OK,5,4,32,12,3,6,1,1,0,30,0.1
Ball coll OK,5,4,32,12,3,6,1,1,0,144,0.02
Ball coll OK,5,4,32,12,3,6,1,1,0,127,0.0286
Ball coll OK,5,4,32,12,3,6,1,1,0,41,0.0625
2022-01-02 00:48:04.177512
Ball coll OK,5,4,32,12,3,6,1,1,0,325,0.0091
Ball coll OK,5,4,32,12,3,6,1,1,0,96,0.0385
Ball coll OK,5,4,32,12,3,6,1,1,0,51,0.0769
Ball coll OK,5,4,32,12,3,6,1,1,0,9,0.1667
Ball coll OK,5,4,32,12,3,6,1,1,0,11,1.0
